DrugID;PackNx;MnfID;PckID;Segment;Year;Month;IRECID;Series;Quantity;Funds;VendorID;MnfPrice;PrcPrice;RtlPrice;Remark;SrcOrg 
48222;;;;1;2012;5;;"11692A";2.00;0;19053;281.23;311.14;382.00;;
48222;;;;1;2012;5;;"21828A";1.00;0;1615;282.10;311.50;390.00;;
48222;;;;1;2012;5;;"14813A";1.00;0;19053;282.13;313.59;392.00;;
48222;;;;1;2012;5;;"14813A";1.00;0;19053;282.13;313.59;392.00;;
48222;;;;1;2012;5;;"11691A";1.00;0;19053;281.23;312.36;397.00;;
48222;;;;1;2012;5;;"11694A";1.00;0;19053;281.23;312.11;397.00;;
48222;;;;1;2012;5;;"21827A";2.00;0;263;282.10;315.63;401.00;;
48225;;;;1;2012;5;;"14365A";1.00;0;1615;281.41;314.64;400.00;;
48225;;;;1;2012;5;;"21373A";2.00;0;148;281.16;312.57;397.00;;
48225;;;;1;2012;5;;"11315A";1.00;0;19053;281.24;312.18;397.00;;
48225;;;;1;2012;5;;"11102A";1.00;0;1615;281.23;311.50;396.00;;
48225;;;;1;2012;5;;"14365A";1.00;0;19053;281.41;313.38;391.00;;
48225;;;;1;2012;5;;"11317A";1.00;0;1615;280.68;313.09;391.00;;
48223;;;;1;2012;5;;"11315A";1.00;0;19053;281.24;312.52;383.00;;
48223;;;;1;2012;5;;"11315A";1.00;0;19053;281.24;311.93;383.00;;
48225;;;;1;2012;5;;"11102A";1.00;0;19053;281.45;314.54;392.00;;
52193;;;;1;2012;5;;"11486A";1.00;0;19053;291.59;318.77;407.00;;
52193;;;;1;2012;5;;"11486A";1.00;0;19053;291.59;317.34;398.00;;
52193;;;;1;2012;5;;"11487A";1.00;0;263;291.88;291.64;372.00;;
51395;;;;1;2012;5;;"100512";1.00;0;6510;37.71;43.23;56.90;;
64959;;;;1;2012;5;;"41111";3.00;0;6510;69.94;64.46;90.00;;
64959;;;;1;2012;5;;"71211";6.00;0;6510;69.94;64.46;75.00;;
64959;;;;1;2012;5;;"10212";19.00;0;6510;52.08;61.27;72.00;;
13899;;;;1;2012;5;;"331011";3.00;0;148;76.70;63.68;79.50;;
13899;;;;1;2012;5;;"331011";6.00;0;148;76.70;62.61;78.00;;
13899;;;;1;2012;5;;"341011";48.00;0;148;68.81;63.21;77.00;;
13899;;;;1;2012;5;;"341011";17.00;0;148;68.81;62.71;73.50;;
50946;;;;1;2012;5;;"4182";3.00;0;112497;107.80;125.59;156.00;;
50946;;;;1;2012;5;;"4173";5.00;0;19021;104.50;123.90;156.00;;
50946;;;;1;2012;5;;"4173";5.00;0;19021;104.50;124.50;156.00;;
50946;;;;1;2012;5;;"4171";3.00;0;19053;110.00;125.54;156.00;;
50946;;;;1;2012;5;;"4173";2.00;0;19021;104.50;122.21;154.00;;
50946;;;;1;2012;5;;"4183";2.00;0;19053;110.00;124.56;153.00;;
50946;;;;1;2012;5;;"4173";2.00;0;1615;110.00;124.93;153.00;;
50946;;;;1;2012;5;;"4173";10.00;0;19021;104.50;122.21;151.00;;
50946;;;;1;2012;5;;"4173";5.00;0;19021;104.50;121.28;151.00;;
64959;;;;1;2012;5;;"71211";1.00;0;148;69.94;62.17;73.00;;
11271;;;;1;2012;5;;"2060311";2.00;0;6510;220.58;224.84;286.00;;
11271;;;;1;2012;5;;"2060311";1.00;0;112497;220.58;227.08;288.00;;
11270;;;;1;2012;5;;"2570311";2.00;0;6510;233.47;238.04;303.00;;
31643;;;;1;2012;5;;"020911";3.00;0;263;144.93;153.11;190.00;;
31643;;;;1;2012;5;;"020911";4.00;0;263;144.93;152.54;193.00;;
31643;;;;1;2012;5;;"020911";2.00;0;263;144.93;152.54;197.00;;
31643;;;;1;2012;5;;"031111";3.00;0;19021;145.01;157.47;198.00;;
31643;;;;1;2012;5;;"011111";4.00;0;1615;145.01;152.53;197.00;;
31643;;;;1;2012;5;;"011111";1.00;0;1615;145.01;151.99;196.00;;
31643;;;;1;2012;5;;"011111";4.00;0;1615;145.01;159.49;196.00;;
31643;;;;1;2012;5;;"060811";1.00;0;1615;144.91;150.91;188.00;;
30742;;;;1;2012;5;;"2141211";1.00;0;19053;51.22;58.91;76.00;;
13513;;;;1;2012;5;;"040312";1.00;0;19021;350.00;389.81;495.00;;
56858;;;;1;2012;5;;"071211";2.00;0;19021;58.50;59.36;80.50;;
37749;;;;1;2012;5;;"151211";1.00;0;288;55.00;62.56;81.00;;
37749;;;;1;2012;5;;"151211";3.00;0;288;55.00;62.56;82.50;;
37749;;;;1;2012;5;;"120811";2.00;0;263;55.00;62.33;82.50;;
34667;;;;1;2012;5;;"A145N0411";2.00;0;263;68.84;71.73;96.00;;
34667;;;;1;2012;5;;"A274N1011";2.00;0;19053;68.77;78.27;103.00;;
24209;;;;1;2012;5;;"6264N1111";1.00;0;19053;92.76;106.85;141.00;;
24209;;;;1;2012;5;;"5670N0511";3.00;0;112497;92.70;104.65;136.00;;
24209;;;;1;2012;5;;"5040N0111";1.00;0;263;92.71;95.85;127.00;;
24209;;;;1;2012;5;;"5038N0111";1.00;0;263;92.79;96.05;127.00;;
24209;;;;1;2012;5;;"5646N0511";2.00;0;112497;92.72;94.79;126.00;;
66264;;;;1;2012;5;;"0BGGA11002";1.00;0;19021;208.53;238.65;302.00;;
66264;;;;1;2012;5;;"0BGGA11002";2.00;0;148;208.53;239.99;303.00;;
66083;;;;1;2012;5;;"L31103";7.00;0;1615;0.00;152.98;188.00;;
51985;;;;1;2012;5;;"L53086";5.00;0;1615;88.17;104.86;137.00;;
51985;;;;1;2012;5;;"L46192";10.00;0;1615;88.13;104.52;137.00;;
51985;;;;1;2012;5;;"L46192";4.00;0;1615;88.13;104.89;137.00;;
51985;;;;1;2012;5;;"L40189";5.00;0;1615;88.15;103.20;135.00;;
51985;;;;1;2012;5;;"L46192";4.00;0;1615;88.13;104.89;134.00;;
51985;;;;1;2012;5;;"L40192";1.00;0;1615;88.13;104.27;134.00;;
51985;;;;1;2012;5;;"L46192";2.00;0;1615;88.13;103.90;133.00;;
51985;;;;1;2012;5;;"L45926";8.00;0;1615;88.13;103.90;133.00;;
60290;;;;1;2012;5;;"BW6663";4.00;0;1615;68.51;79.48;103.00;;
60290;;;;1;2012;5;;"BW6663";2.00;0;1615;68.51;78.23;103.00;;
60290;;;;1;2012;5;;"BW6663";3.00;0;1615;68.51;78.03;103.00;;
60290;;;;1;2012;5;;"BW6663";2.00;0;6510;68.51;82.17;105.00;;
60290;;;;1;2012;5;;"BW6663";2.00;0;6510;68.51;81.84;107.00;;
60290;;;;1;2012;5;;"BW6663";4.00;0;19021;68.51;78.31;103.00;;
55245;;;;1;2012;5;;"BT8366";5.00;0;1615;75.45;88.61;116.00;;
55245;;;;1;2012;5;;"BT8365";5.00;0;148;75.56;86.44;114.00;;
55245;;;;1;2012;5;;"BT8356";3.00;0;148;75.56;88.17;114.00;;
55245;;;;1;2012;5;;"BT8365";3.00;0;1615;75.56;86.49;114.00;;
55245;;;;1;2012;5;;"BM3673";1.00;0;112497;75.59;86.37;114.00;;
55245;;;;1;2012;5;;"BT8365";3.00;0;1615;75.56;85.91;113.00;;
55245;;;;1;2012;5;;"BM3673";1.00;0;112497;75.59;85.98;113.00;;
55245;;;;1;2012;5;;"BT8365";1.00;0;1615;75.56;86.49;112.00;;
55245;;;;1;2012;5;;"BT8356";5.00;0;148;75.56;85.65;111.00;;
48705;;;;1;2012;5;;"100703";1.00;0;18173;23.51;26.09;33.90;;
56871;;;;1;2012;5;;"171210";2.00;0;19053;569.85;644.00;815.00;;
56871;;;;1;2012;5;;"131010";1.00;0;148;637.61;649.48;809.00;;
24050;;;;1;2012;5;;"51210";1.00;0;263;370.00;389.62;492.00;;
26622;;;;1;2012;5;;"230810";2.00;0;263;26.65;31.54;40.40;;
40864;;;;1;2012;5;;"100911";3.00;0;112497;36.28;39.71;51.70;;
52792;;;;1;2012;5;;"341011";2.00;0;1615;31.30;35.36;46.50;;
38153;;;;1;2012;5;;"10212";3.00;0;288;38.00;44.01;57.00;;
38153;;;;1;2012;5;;"111011";1.00;0;19053;40.00;42.26;57.00;;
48002;;;;1;2012;5;;"T93468";2.00;0;263;89.00;97.85;130.00;;
48002;;;;1;2012;5;;"T93468";4.00;0;263;89.00;100.57;130.00;;
48002;;;;1;2012;5;;"T93468";4.00;0;263;89.00;103.68;136.00;;
48000;;;;1;2012;5;;"T93468";4.00;0;19053;168.00;188.01;231.00;;
18997;;;;1;2012;5;;"10695549";1.00;0;19053;34.06;40.11;52.50;;
18997;;;;1;2012;5;;"58003";3.00;0;112497;34.03;39.27;50.50;;
18997;;;;1;2012;5;;"58003";2.00;0;112497;34.03;38.34;50.50;;
37139;;;;1;2012;5;;"031011";1.00;0;18173;15.25;16.37;21.50;;
38589;;;;1;2012;5;;"040412";3.00;0;288;10.70;13.27;17.00;;
38589;;;;1;2012;5;;"020112";2.00;0;19021;12.12;14.92;19.00;;
47426;;;;1;2012;5;;"070312";3.00;0;6510;82.37;67.54;97.50;;
47426;;;;1;2012;5;;"020212";7.00;0;6510;82.37;67.21;96.50;;
47426;;;;1;2012;5;;"271111";10.00;0;19021;60.59;70.54;92.50;;
47426;;;;1;2012;5;;"271111";10.00;0;19021;60.59;70.54;91.00;;
47426;;;;1;2012;5;;"271111";1.00;0;19021;60.59;68.68;90.00;;
51227;;;;1;2012;5;;"070312";11.00;0;1615;18.12;21.11;27.50;;
27758;;;;1;2012;5;;"091111";28.00;0;288;11.67;13.87;18.00;;
34805;;;;1;2012;5;;"080412";10.00;0;6510;53.86;45.21;65.00;;
34805;;;;1;2012;5;;"080412";3.00;0;6510;53.86;45.76;64.00;;
34805;;;;1;2012;5;;"020212";4.00;0;6510;53.86;44.88;64.00;;
34805;;;;1;2012;5;;"241211";2.00;0;19021;39.63;48.88;63.50;;
34805;;;;1;2012;5;;"241211";5.00;0;19021;39.63;48.61;62.50;;
34805;;;;1;2012;5;;"241211";2.00;0;19021;39.63;48.88;62.00;;
51229;;;;1;2012;5;;"120711";4.00;0;6510;15.81;16.06;21.50;;
51229;;;;1;2012;5;;"170911";12.00;0;6510;15.81;16.06;21.50;;
51229;;;;1;2012;5;;"170911";16.00;0;6510;15.81;15.51;21.00;;
28158;;;;1;2012;5;;"CD4370";2.00;0;19021;320.58;355.07;444.00;;
375;;;;1;2012;5;;"BR0836";1.00;0;148;83.37;92.51;123.00;;
49845;;;;1;2012;5;;"BS9615";3.00;0;6510;83.37;94.82;125.00;;
49845;;;;1;2012;5;;"BS9620";1.00;0;19021;83.37;95.03;125.00;;
49845;;;;1;2012;5;;"BR0648";2.00;0;19021;83.37;94.72;125.00;;
49845;;;;1;2012;5;;"BS9620";5.00;0;19021;83.37;92.37;123.00;;
49845;;;;1;2012;5;;"BS9620";1.00;0;19021;83.37;93.69;122.00;;
49845;;;;1;2012;5;;"BS9620";4.00;0;19021;83.37;93.06;121.00;;
49845;;;;1;2012;5;;"BS9620";4.00;0;19021;83.37;91.63;121.00;;
49845;;;;1;2012;5;;"BS9620";5.00;0;19021;83.37;92.46;120.00;;
49845;;;;1;2012;5;;"BS9620";2.00;0;19021;83.37;92.46;120.00;;
14440;;;;1;2012;5;;"CF0148";2.00;0;1615;209.28;235.55;294.00;;
13195;;;;1;2012;5;;"BT0906";1.00;0;19053;314.12;378.58;473.00;;
13195;;;;1;2012;5;;"BT0906";2.00;0;19053;314.12;350.36;445.00;;
13195;;;;1;2012;5;;"CE9548";1.00;0;148;314.38;349.46;444.00;;
13195;;;;1;2012;5;;"BR1168";1.00;0;19053;314.30;344.34;439.00;;
13195;;;;1;2012;5;;"CE5664";2.00;0;1615;314.24;350.74;438.00;;
13195;;;;1;2012;5;;"BN8798";0.50;0;19053;314.68;347.74;435.00;;
13195;;;;1;2012;5;;"CB3661";2.00;0;1615;313.85;347.91;435.00;;
13195;;;;1;2012;5;;"BY5454";5.00;0;19021;313.83;351.53;430.00;;
13195;;;;1;2012;5;;"BR9184";2.00;0;19021;314.11;347.33;426.00;;
13197;;;;1;2012;5;;"CB5508";4.00;0;19021;169.88;191.11;234.00;;
13197;;;;1;2012;5;;"CB5124";5.00;0;19021;170.08;192.09;239.00;;
13197;;;;1;2012;5;;"BM6867";1.00;0;19053;170.17;189.51;241.00;;
13197;;;;1;2012;5;;"CA0587";1.00;0;1615;169.88;191.80;239.00;;
13197;;;;1;2012;5;;"BK3590";2.00;0;19053;170.26;185.55;237.00;;
13197;;;;1;2012;5;;"CA0587";1.00;0;1615;169.88;189.32;232.00;;
13197;;;;1;2012;5;;"BR2830";2.00;0;263;170.17;185.20;237.00;;
13197;;;;1;2012;5;;"CA0586";3.00;0;263;169.88;189.44;237.00;;
241;;;;1;2012;5;;"CB5986";2.00;0;148;283.73;316.88;402.00;;
241;;;;1;2012;5;;"CB7692";1.00;0;1615;283.45;314.33;400.00;;
241;;;;1;2012;5;;"CB5992, CB7691";2.00;0;19053;283.45;319.34;398.00;;
241;;;;1;2012;5;;"CE9535";2.00;0;1615;283.53;314.16;393.00;;
241;;;;1;2012;5;;"CE9535";3.00;0;19053;283.53;313.52;385.00;;
241;;;;1;2012;5;;"BR9200";3.00;0;263;283.72;317.78;396.00;;
52299;;;;1;2012;5;;"010112";1.00;0;6510;31.37;34.87;45.50;;
18895;;;;1;2012;5;;"420910";4.00;0;263;17.73;19.49;26.00;;
18895;;;;1;2012;5;;"691111";10.00;0;263;19.14;18.06;25.00;;
18895;;;;1;2012;5;;"691111";19.00;0;263;19.14;18.07;25.00;;
44355;;;;1;2012;5;;"1631011";46.00;0;112497;16.00;19.25;25.00;;
44355;;;;1;2012;5;;"2101211";20.00;0;6510;16.00;19.25;25.00;;
44355;;;;1;2012;5;;"2101211";23.00;0;6510;16.00;18.70;24.00;;
44355;;;;1;2012;5;;"2411211";21.00;0;19021;16.00;18.26;24.00;;
25770;;;;1;2012;5;;"240312";26.00;0;6510;16.93;19.36;25.00;;
25770;;;;1;2012;5;;"2291211";1.00;0;112497;16.93;19.48;25.50;;
44700;;;;1;2012;5;;"2231211";2.00;0;6510;31.35;34.65;46.00;;
44700;;;;1;2012;5;;"420312";30.00;0;6510;31.35;33.66;45.00;;
44700;;;;1;2012;5;;"420312";20.00;0;6510;31.35;33.66;44.50;;
44700;;;;1;2012;5;;"270312";30.00;0;6510;31.35;33.11;44.50;;
44700;;;;1;2012;5;;"420312";5.00;0;6510;31.35;32.56;44.00;;
44700;;;;1;2012;5;;"270312";12.00;0;6510;31.35;32.56;44.00;;
44700;;;;1;2012;5;;"270312";7.00;0;6510;31.35;32.56;44.00;;
44700;;;;1;2012;5;;"1170811";1.00;0;6510;31.35;32.34;43.70;;
44700;;;;1;2012;5;;"470312";5.00;0;19021;31.35;31.48;43.00;;
44700;;;;1;2012;5;;"270312";12.00;0;6510;31.35;32.56;43.00;;
44700;;;;1;2012;5;;"160212";1.00;0;19021;31.35;31.26;42.50;;
38883;;;;1;2012;5;;"";1.00;0;263;14.40;18.16;23.40;;
56403;;;;1;2012;5;;"2231211";50.00;0;19021;7.30;8.81;11.50;;
66121;;;;1;2012;5;;"1621011";2.00;0;18173;9.90;10.84;14.50;;
66121;;;;1;2012;5;;"2481111";5.00;0;18173;8.73;11.15;14.00;;
66126;;;;1;2012;5;;"90911";47.00;0;18173;9.40;12.28;16.00;;
66121;;;;1;2012;5;;"1821211";20.00;0;19021;9.20;11.24;14.50;;
66121;;;;1;2012;5;;"1520911";19.00;0;288;8.85;11.44;14.50;;
66257;;;;1;2012;5;;"131011";30.00;0;6510;13.06;16.50;21.00;;
66257;;;;1;2012;5;;"131011";11.00;0;6510;13.06;16.06;20.50;;
66257;;;;1;2012;5;;"131011";3.00;0;6510;13.06;15.95;20.50;;
52890;;;;1;2012;5;;"630311";1.00;0;18173;7.30;8.97;11.40;;
23910;;;;1;2012;5;;"40911";2.00;0;112497;6.56;7.65;10.00;;
23910;;;;1;2012;5;;"81211";9.00;0;19021;6.56;7.83;10.00;;
23910;;;;1;2012;5;;"50911";1.00;0;112497;6.56;7.59;10.00;;
23910;;;;1;2012;5;;"40911";1.00;0;112497;6.56;7.65;10.00;;
23910;;;;1;2012;5;;"81211";2.00;0;112497;6.56;7.40;9.70;;
23910;;;;1;2012;5;;"40911";5.00;0;112497;6.56;6.88;9.20;;
18386;;;;1;2012;5;;"231211";10.00;0;6510;9.22;12.65;16.00;;
18386;;;;1;2012;5;;"231211";9.00;0;6510;9.22;12.65;16.00;;
18386;;;;1;2012;5;;"231211";29.00;0;6510;9.22;12.65;16.00;;
18386;;;;1;2012;5;;"231211";2.00;0;6510;9.22;12.65;16.00;;
18386;;;;1;2012;5;;"231211";2.00;0;6510;9.22;12.65;16.00;;
49215;;;;1;2012;5;;"1060211";5.00;0;263;149.22;162.65;200.00;;
1935;;;;1;2012;5;;"040611";2.00;0;1615;96.45;92.86;128.00;;
1935;;;;1;2012;5;;"040611";2.00;0;6510;96.45;92.40;125.00;;
1935;;;;1;2012;5;;"030611";4.00;0;19053;87.04;93.78;125.00;;
1935;;;;1;2012;5;;"030611";7.00;0;19021;80.40;86.36;113.00;;
1935;;;;1;2012;5;;"030611";3.00;0;19021;80.40;84.13;113.00;;
1935;;;;1;2012;5;;"030611";4.00;0;19021;80.40;80.69;110.00;;
1935;;;;1;2012;5;;"010411";1.00;0;288;59.94;74.37;94.50;;
1932;;;;1;2012;5;;"081111";3.00;0;19021;57.57;55.14;76.00;;
1932;;;;1;2012;5;;"081111";3.00;0;19021;57.57;55.14;74.50;;
1932;;;;1;2012;5;;"081111";3.00;0;19021;57.57;54.38;73.50;;
1932;;;;1;2012;5;;"040811";4.00;0;1615;47.64;55.49;73.00;;
1932;;;;1;2012;5;;"040811";5.00;0;1615;47.64;55.48;72.50;;
1932;;;;1;2012;5;;"081111";1.00;0;19021;57.57;51.13;72.00;;
1932;;;;1;2012;5;;"081111";8.00;0;19021;57.57;51.13;70.50;;
1932;;;;1;2012;5;;"061111";2.00;0;;29.21;39.19;49.50;;
47576;;;;1;2012;5;;"681111";2.00;0;1615;247.26;272.63;341.00;;
47576;;;;1;2012;5;;"010112";1.00;0;288;237.75;272.87;345.00;;
47576;;;;1;2012;5;;"711111";2.00;0;148;240.92;276.43;343.00;;
47576;;;;1;2012;5;;"591011";2.00;0;148;240.92;273.55;346.00;;
47576;;;;1;2012;5;;"711111";1.00;0;148;240.92;274.73;348.00;;
48256;;;;1;2012;5;;"0117A";1.00;0;19053;194.01;224.97;284.00;;
49558;;;;1;2012;5;;"F3247";2.00;0;6510;33.35;39.49;51.50;;
49559;;;;1;2012;5;;"F3388";2.00;0;19053;60.34;67.92;88.00;;
49559;;;;1;2012;5;;"F3388";3.00;0;19053;60.34;69.39;91.00;;
49559;;;;1;2012;5;;"F3390";2.00;0;148;60.35;68.76;90.50;;
28659;;;;1;2012;5;;"020312";4.00;0;112497;14.23;14.59;19.50;;
50365;;;;1;2012;5;;"140112";7.00;0;18173;17.50;19.90;26.00;;
50365;;;;1;2012;5;;"140112";5.00;0;18173;17.50;19.90;26.00;;
50365;;;;1;2012;5;;"140112";2.00;0;18173;17.50;19.90;26.00;;
50365;;;;1;2012;5;;"140112";1.00;0;18173;17.50;19.90;26.00;;
48765;;;;1;2012;5;;"110604";5.00;0;19021;15.80;17.86;23.50;;
35417;;;;1;2012;5;;"80212";17.00;0;288;8.80;10.92;14.00;;
35417;;;;1;2012;5;;"350412";20.00;0;16858;9.34;10.27;13.50;;
35417;;;;1;2012;5;;"130312";26.00;0;16858;9.34;10.27;13.50;;
35417;;;;1;2012;5;;"2161211";1.00;0;16858;9.34;10.27;13.50;;
56571;;;;1;2012;5;;"280811";7.00;0;6510;1.79;2.42;3.00;;
21784;;;;1;2012;5;;"071210";1.00;0;6510;33.20;22.00;33.00;;
21784;;;;1;2012;5;;"071210";9.00;0;148;33.20;35.34;46.50;;
49235;;;;1;2012;5;;"BTABDT0";5.00;0;6510;93.97;99.33;134.00;;
49235;;;;1;2012;5;;"BTABDT1";18.00;0;263;93.97;100.05;134.00;;
49235;;;;1;2012;5;;"BTAAR10";2.00;0;1615;93.96;102.52;134.00;;
49235;;;;1;2012;5;;"BTAAR10";1.00;0;1615;93.96;100.73;134.00;;
49235;;;;1;2012;5;;"BTABDT0";10.00;0;6510;93.97;99.22;133.00;;
49235;;;;1;2012;5;;"BTABDT0";8.00;0;6510;93.97;99.22;133.00;;
49235;;;;1;2012;5;;"BTABDT0";4.00;0;6510;93.97;99.22;133.00;;
49235;;;;1;2012;5;;"BTABDT1";4.00;0;263;93.97;100.82;132.00;;
49235;;;;1;2012;5;;"BTABDT1";2.00;0;263;93.97;100.82;132.00;;
49236;;;;1;2012;5;;"BTAAPP0";2.00;0;263;157.25;167.16;211.00;;
49291;;;;1;2012;5;;"BTAAS73";5.00;0;263;57.23;61.96;81.00;;
49291;;;;1;2012;5;;"BTAB2C0";3.00;0;6510;57.17;61.93;83.00;;
49291;;;;1;2012;5;;"BTAAS75";4.00;0;112497;57.23;65.92;87.00;;
11121;;;;1;2012;5;;"10718588";3.00;0;263;36.19;42.30;54.50;;
11121;;;;1;2012;5;;"10718577";1.00;0;6510;36.19;42.24;54.50;;
11122;;;;1;2012;5;;"10706873";2.00;0;1615;28.98;32.85;42.50;;
11122;;;;1;2012;5;;"10706876";1.00;0;263;28.99;34.63;44.50;;
11121;;;;1;2012;5;;"10656764";3.00;0;112497;29.00;31.96;42.50;;
13328;;;;1;2012;5;;"176011";2.00;0;112497;38.38;47.38;60.50;;
17254;;;;1;2012;5;;"23680011";5.00;0;6510;33.29;36.85;47.90;;
4378;;;;1;2012;5;;"21210";20.00;0;16858;9.46;10.41;13.50;;
17254;;;;1;2012;5;;"24654071";3.00;0;148;26.29;34.88;44.50;;
17357;;;;1;2012;5;;"25301111";4.00;0;148;18.65;24.73;31.50;;
17357;;;;1;2012;5;;"25301111";4.00;0;148;18.65;24.73;31.50;;
4390;;;;1;2012;5;;"30212";9.00;0;19021;4.55;5.84;7.50;;
13860;;;;1;2012;5;;"344071";2.00;0;112497;35.53;43.89;56.00;;
43125;;;;1;2012;5;;"071211";4.00;0;19053;160.68;180.69;225.00;;
58017;;;;1;2012;5;;"0010112";1.00;0;6510;153.00;119.13;158.00;;
58017;;;;1;2012;5;;"0010112";1.00;0;6510;153.00;119.13;158.00;;
47920;;;;1;2012;5;;"010212";5.00;0;19021;100.00;98.48;135.00;;
47920;;;;1;2012;5;;"010212";1.00;0;19021;100.00;97.79;134.00;;
47920;;;;1;2012;5;;"100911";3.00;0;19021;100.00;96.82;132.00;;
47920;;;;1;2012;5;;"010212";5.00;0;19021;100.00;94.48;131.00;;
47920;;;;1;2012;5;;"010212";5.00;0;19021;100.00;94.48;131.00;;
47920;;;;1;2012;5;;"010212";1.00;0;19021;100.00;96.59;130.00;;
47921;;;;1;2012;5;;"030212";5.00;0;19021;168.75;174.65;226.00;;
47921;;;;1;2012;5;;"050212";3.00;0;19021;168.75;174.68;222.00;;
47921;;;;1;2012;5;;"050212";4.00;0;19021;168.75;167.96;219.00;;
47921;;;;1;2012;5;;"211111";1.00;0;19021;180.50;171.22;217.00;;
47921;;;;1;2012;5;;"020212";5.00;0;19021;168.75;163.25;214.00;;
47921;;;;1;2012;5;;"211111";3.00;0;19021;180.50;164.48;210.00;;
47921;;;;1;2012;5;;"050212";1.00;0;19021;168.75;162.27;209.00;;
47921;;;;1;2012;5;;"030212";1.00;0;19021;168.75;162.27;209.00;;
47921;;;;1;2012;5;;"030212";3.00;0;19021;168.75;162.27;209.00;;
21999;;;;1;2012;5;;"N77829";2.00;0;1615;266.21;254.65;328.00;;
17976;;;;1;2012;5;;"N75749";1.00;0;1615;396.79;381.14;491.00;;
48320;;;;1;2012;5;;"106974";2.00;0;19053;282.53;293.36;379.00;;
48320;;;;1;2012;5;;"106974";1.00;0;19053;282.53;295.47;381.00;;
48320;;;;1;2012;5;;"106974";1.00;0;19053;276.57;304.61;381.00;;
48320;;;;1;2012;5;;"106974";2.00;0;263;282.67;302.67;381.00;;
48320;;;;1;2012;5;;"106974";2.00;0;263;282.67;303.99;382.00;;
48508;;;;1;2012;5;;"031969A";1.00;0;6510;151.95;155.32;201.00;;
48508;;;;1;2012;5;;"131761A";3.00;0;19053;164.92;171.13;221.00;;
48508;;;;1;2012;5;;"033007A";2.00;0;1615;165.22;172.02;218.00;;
14445;;;;1;2012;5;;"541410";1.00;0;148;109.67;130.14;158.00;;
9561;;;;1;2012;5;;"545712";3.00;0;19053;102.40;119.66;151.00;;
9561;;;;1;2012;5;;"545712";3.00;0;19053;102.40;124.39;156.00;;
9561;;;;1;2012;5;;"539280";1.00;0;263;102.39;112.88;142.00;;
9561;;;;1;2012;5;;"545612";2.00;0;1615;102.59;110.98;137.00;;
9561;;;;1;2012;5;;"545712";1.00;0;1615;102.59;115.16;146.00;;
9561;;;;1;2012;5;;"543478";2.00;0;148;102.31;119.84;146.00;;
376;;;;1;2012;5;;"543932";2.00;0;1615;188.20;211.70;259.00;;
11883;;;;1;2012;5;;"535818";2.00;0;19053;194.84;205.60;265.00;;
11883;;;;1;2012;5;;"518171";1.00;0;19053;195.13;203.64;258.00;;
11883;;;;1;2012;5;;"540297";2.00;0;19053;195.37;204.17;258.00;;
47935;;;;1;2012;5;;"544006";2.00;0;1615;284.93;312.39;398.00;;
47935;;;;1;2012;5;;"544006";2.00;0;1615;284.93;312.39;398.00;;
47935;;;;1;2012;5;;"529666";2.00;0;6510;284.96;330.33;416.00;;
11882;;;;1;2012;5;;"563529";2.00;0;263;276.31;320.85;404.00;;
11882;;;;1;2012;5;;"563529";3.00;0;263;276.31;318.74;402.00;;
11882;;;;1;2012;5;;"563529";4.00;0;263;276.31;318.74;388.00;;
11882;;;;1;2012;5;;"555081";2.00;0;148;276.21;317.00;400.00;;
11882;;;;1;2012;5;;"551216";2.00;0;148;276.21;321.65;391.00;;
11882;;;;1;2012;5;;"552370";1.00;0;19053;276.42;318.84;388.00;;
11882;;;;1;2012;5;;"539323";2.00;0;148;276.58;284.98;362.00;;
11882;;;;1;2012;5;;"539323";1.00;0;148;276.58;284.11;361.00;;
43224;;;;1;2012;5;;"220310";2.00;0;263;28.39;34.00;44.30;;
28308;;;;1;2012;5;;"731111";5.00;0;18173;14.53;18.58;23.50;;
28308;;;;1;2012;5;;"611011";5.00;0;18173;14.53;18.58;23.50;;
28308;;;;1;2012;5;;"861211";20.00;0;19021;14.36;17.63;22.50;;
28308;;;;1;2012;5;;"861211";25.00;0;19021;14.36;16.94;22.00;;
28308;;;;1;2012;5;;"861211";7.00;0;19021;14.36;16.58;21.50;;
36804;;;;1;2012;5;;"30112";20.00;0;19021;12.23;15.82;20.00;;
36804;;;;1;2012;5;;"30112";20.00;0;18173;12.23;15.24;19.50;;
36804;;;;1;2012;5;;"30112";5.00;0;18173;12.23;15.24;19.50;;
36804;;;;1;2012;5;;"30112";25.00;0;19021;12.23;14.43;18.50;;
36804;;;;1;2012;5;;"30112";5.00;0;19021;12.23;14.47;18.50;;
36804;;;;1;2012;5;;"30112";4.00;0;19021;12.23;14.48;18.50;;
52406;;;;1;2012;5;;"196000";5.00;0;6510;56.95;66.66;87.00;;
52406;;;;1;2012;5;;"109600";1.00;0;6510;56.95;71.06;90.00;;
52331;;;;1;2012;5;;"1320911";43.00;0;16858;2.10;2.31;3.00;;
52331;;;;1;2012;5;;"1571011";366.00;0;16858;1.80;1.98;2.60;;
52331;;;;1;2012;5;;"1571011";17.00;0;16858;1.80;1.98;2.60;;
52331;;;;1;2012;5;;"1470911";3.00;0;16858;1.80;1.98;2.50;;
52331;;;;1;2012;5;;"1791111";750.00;0;16858;1.80;1.98;2.50;;
